UUID,Site_Code,State_Key,District,Latitude,Longitude,Land_Use,Elevation_m,Slope_deg,Dist_to_Road_km,Pop_Density_sqkm,Land_Value_USD_sqm,Suitability_Score
932FF6E0,IN-BAL-ECB2,IND,Balangir,20.632548394142624,83.48522985846607,Residential,306.72,5.05,5.92,242,3709.85,78.18
C2C569BC,IN-BAL-D921,IND,Balangir,20.282036254573963,83.06336414684209,Industrial,482.9,11.87,0.37,1441,18769.35,77.12
E912B262,IN-BAL-82B3,IND,Balangir,20.624713644842846,82.88732644219036,Agricultural,547.44,0.49,1.28,180,11041.13,71.73
BB21E069,IN-BAL-AAE2,IND,Balangir,20.51467161233711,83.48409321526408,Commercial,304.34,2.6,3.3,656,6080.07,72.41
5A151666,IN-BAL-68BA,IND,Balangir,20.49610015242629,82.91247866880093,Commercial,882.55,3.25,1.75,2752,10201.01,87.86
7E585187,IN-BAL-6BD0,IND,Balangir,20.63644523189955,82.74153308482937,Agricultural,691.91,4.77,1.6,1926,10379.0,78.55
C5CF654B,IN-JHU-1C10,IND,Jhunjhunun,27.89101675895379,75.6397810981697,Agricultural,731.78,4.08,2.58,222,7064.54,67.93
E4282423,IN-JHU-11C3,IND,Jhunjhunun,28.159986430504976,75.38716499076581,Commercial,301.39,6.03,3.86,4462,6928.28,69.85
A0F190D2,IN-JHU-0E5C,IND,Jhunjhunun,28.341680788181314,75.85437745969749,Industrial,1293.63,0.95,4.04,7917,8127.89,82.18
CCD3F745,IN-JHU-218B,IND,Jhunjhunun,28.369459721279647,75.70895210064528,Agricultural,205.0,6.8,3.71,7294,8230.05,65.73
73FFD09A,IN-JHU-A42A,IND,Jhunjhunun,27.9967626818159,75.50839775026898,Industrial,646.53,2.0,0.5,2518,17639.19,79.82
D5DCEA65,IN-JHU-288E,IND,Jhunjhunun,27.731843876983305,75.46541371854478,Industrial,876.27,3.29,3.83,730,5471.06,63.9
1605EA9B,IN-JHU-46E3,IND,Jhunjhunun,28.174936777048497,75.83686975833763,Industrial,818.01,6.56,7.81,162,2903.59,41.28
9C199F1E,IN-JHU-D83F,IND,Jhunjhunun,28.32899028318477,75.7233270009234,Residential,0.0,4.13,10.38,447,2376.76,53.58
46E789C8,IN-JHU-1103,IND,Jhunjhunun,27.835851687211417,75.44844210942846,Industrial,1043.27,5.42,1.57,676,10001.58,73.44
B4D49C81,IN-JHU-3C31,IND,Jhunjhunun,27.95492232384069,75.97436160033772,Industrial,610.84,1.23,7.16,763,3369.71,53.32
13487BA7,IN-JHU-FF1F,IND,Jhunjhunun,28.23383415415743,75.3512581609003,Residential,500.21,7.31,8.68,4653,4443.97,45.54
A7DE59DE,IN-JHU-87C1,IND,Jhunjhunun,28.073616901195084,75.4754893131714,Agricultural,427.26,1.93,10.29,461,2398.25,55.52
FC67F8A4,IN-JHU-EB3E,IND,Jhunjhunun,28.048594178729648,75.56182878754163,Residential,477.16,5.79,1.09,3815,13491.07,75.69
4DD09263,IN-JAI-CF3C,IND,Jaisalmer,26.87347450844725,71.46143588257532,Commercial,417.0,5.47,5.81,1824,4398.75,68.31
0D5BC7F2,IN-JAI-EF30,IND,Jaisalmer,27.575510458285972,71.05804249285636,Industrial,693.77,4.85,3.25,100,5917.99,91.26
AA046D6B,IN-JAI-296C,IND,Jaisalmer,26.875661778532425,70.2470122816464,Residential,490.79,1.97,5.12,459,4267.72,77.46
057C9194,IN-JAI-EAEB,IND,Jaisalmer,26.13037006052924,70.97031716360787,Residential,786.49,0.25,7.09,2498,4091.41,61.59
B9FB19C6,IN-JAI-4F9E,IND,Jaisalmer,26.62630359169176,71.63596356347784,Residential,573.6,12.31,11.42,620,2260.77,35.38
10DE0B4D,IN-JAI-9E69,IND,Jaisalmer,27.37678133262922,70.69323209489413,Residential,777.22,3.47,9.01,486,2692.69,34.16
1B93A91A,IN-JAI-1221,IND,Jaisalmer,27.656326662728024,72.24854360231366,Agricultural,106.03,3.36,1.59,1951,10444.94,70.38
AED92F45,IN-JAI-F887,IND,Jaisalmer,26.668971219680458,69.84923347830386,Commercial,722.66,0.42,4.89,576,4477.75,78.55
096FFC05,IN-JAI-141A,IND,Jaisalmer,26.73162836377724,70.1467635686184,Industrial,787.57,3.97,1.8,640,9189.03,82.87
5D4C9A3E,IN-JAI-AA20,IND,Jaisalmer,27.629401828102992,71.83543556561234,Residential,669.72,7.57,1.26,5410,13241.88,86.18
D426301B,IN-JAI-8756,IND,Jaisalmer,27.35158537846538,70.4877509807036,Industrial,653.11,4.33,0.48,1690,17609.68,71.07
A8D48943,IN-JAI-0B62,IND,Jaisalmer,26.799705157842933,70.55044886731427,Residential,457.33,2.11,6.14,3444,4878.27,55.86
CA195B30,IN-JAI-BF23,IND,Jaisalmer,26.796409687887426,71.41709987959709,Industrial,180.18,2.52,2.37,3777,8918.72,96.8
AD998521,IN-JAI-500C,IND,Jaisalmer,27.517187629848387,71.02558335916069,Commercial,829.93,4.04,11.56,100,2029.68,43.21
75A229E3,IN-SIK-EAA2,IND,Sikar,27.663515635063277,75.00002366761294,Industrial,203.43,5.44,1.15,1512,12218.59,93.35
BDCE408A,IN-SIK-614F,IND,Sikar,27.938019415454175,75.14049883697322,Industrial,807.05,9.02,0.48,1864,17659.88,72.55
197F90E5,IN-SIK-3071,IND,Sikar,27.334558843383743,74.88297198198197,Residential,1149.84,9.02,4.93,1844,4952.99,64.42
D891564B,IN-SIK-DE9B,IND,Sikar,28.17820974145812,75.00970886794715,Industrial,232.08,1.94,3.16,128,6056.79,78.64
C2078876,IN-SIK-F09F,IND,Sikar,27.526269406291103,75.74005367782328,Commercial,295.07,0.18,0.81,343,13964.65,89.12
A84C0700,IN-SIK-3BF6,IND,Sikar,27.75709038476864,75.90389868485126,Residential,1077.11,0.75,5.85,1662,4315.58,51.23
A570511C,IN-SIK-E711,IND,Sikar,27.47460345883816,75.6130782088626,Residential,1300.19,6.7,2.49,1015,7568.99,81.69
957C383E,IN-SIK-B048,IND,Sikar,27.342892858494714,74.89182262319812,Agricultural,610.39,5.93,0.67,1081,15399.82,78.48
5F66F112,IN-SIK-9855,IND,Sikar,27.69710912392601,75.15713160273495,Industrial,220.33,1.44,1.83,130,8881.5,91.31
2F029648,IN-SIK-03F2,IND,Sikar,28.064249748104416,74.97225919152208,Agricultural,560.65,3.3,3.34,991,6151.63,73.41
E01D2A2D,IN-SIK-9F97,IND,Sikar,27.642719542539268,75.41526650784242,Residential,620.51,4.4,2.95,100,6373.64,68.72
798DA4A0,IN-SIK-4862,IND,Sikar,27.559965653373748,75.3612083252578,Residential,564.36,0.03,3.1,164,6158.9,83.3
93FF5922,IN-SIK-A985,IND,Sikar,28.08438951354182,75.0526792381043,Industrial,417.64,2.9,4.16,301,4963.45,77.57
35000321,IN-SIK-96C3,IND,Sikar,27.476235934834172,75.22612593534944,Industrial,695.58,2.54,3.11,880,6437.18,78.2
576DBE3F,IN-SIK-0C78,IND,Sikar,27.41460266604535,75.45004063435996,Residential,515.32,2.07,3.09,756,6419.98,83.93
1927061C,IN-SIK-BDEC,IND,Sikar,27.587356896927133,75.15860916755797,Residential,970.85,0.24,1.73,100,9201.58,79.16
4D51EDB8,IN-HAN-2748,IND,Hanumangarh,29.5878288496092,73.93969392665453,Industrial,583.51,2.58,2.04,1241,8732.06,87.0
C0E9AB63,IN-HAN-8C5A,IND,Hanumangarh,29.15152688436365,74.8390654632206,Agricultural,0.0,7.73,2.02,414,8436.77,87.85
072F5D61,IN-HAN-948A,IND,Hanumangarh,29.917235198141707,74.34431777528695,Industrial,324.93,1.37,3.93,1422,5641.66,86.84
46D8297E,IN-HAN-9152,IND,Hanumangarh,29.817464786757377,74.467014154755,Agricultural,563.58,3.95,1.65,342,9573.06,82.81
9F13EC3A,IN-HAN-C768,IND,Hanumangarh,29.542741706409508,73.92060299147805,Commercial,346.16,5.93,2.51,504,7316.4,66.9
819C6A4B,IN-HAN-F1D2,IND,Hanumangarh,28.811103552119164,74.28337768190744,Residential,451.63,0.25,1.78,301,9128.79,79.21
4B8E5BFF,IN-HAN-A613,IND,Hanumangarh,29.156590122790483,74.53081662284336,Residential,15.3,3.74,2.0,184,8401.08,83.37
CDE8EA16,IN-HAN-4031,IND,Hanumangarh,28.92021923588971,75.35143399901497,Agricultural,322.45,5.4,2.06,748,8474.31,79.79
CED1E267,IN-HAN-008E,IND,Hanumangarh,28.89745575978053,75.16471772271204,Commercial,1012.21,2.83,2.66,132,6890.5,67.73
B693DDEF,IN-HAN-1679,IND,Hanumangarh,28.876056007179848,74.44782894236594,Agricultural,713.82,7.88,0.97,791,13002.83,77.26
5494F7A4,IN-HAN-E820,IND,Hanumangarh,29.275672379845062,74.50647067345838,Agricultural,199.81,11.12,2.7,5886,9103.3,75.63
95CA82AB,IN-HAN-34C9,IND,Hanumangarh,29.024526044055744,75.22302222370547,Residential,676.7,6.2,7.34,177,3068.67,47.76
4FCC0B56,IN-HAN-DF77,IND,Hanumangarh,29.594244946329017,74.06832052531284,Industrial,0.0,7.28,2.96,1858,7063.76,81.81
C9C5F6C2,IN-HAN-EA27,IND,Hanumangarh,29.014432564781025,74.35387372721894,Industrial,1109.48,1.17,4.86,188,4340.96,72.68
2D27AFF6,IN-HAN-6EBB,IND,Hanumangarh,29.22798230653622,74.5208028494199,Residential,6.08,4.27,2.52,1297,7625.83,78.89
F066F381,IN-HAN-0A5E,IND,Hanumangarh,29.26170218337875,74.51960265171024,Industrial,797.79,2.19,1.6,4524,11411.08,88.44
23DA27E5,IN-HAN-6B37,IND,Hanumangarh,29.63573026252905,74.54933117072038,Residential,568.53,2.57,4.9,2510,5239.6,58.33
FC4BB4DE,IN-HAN-8A0B,IND,Hanumangarh,29.11536764563166,74.73477706223852,Commercial,391.61,1.66,6.53,147,3379.86,66.48
6C83DEA2,IN-NAG-B4C6,IND,Nagaur,27.20242329686859,74.14755605748361,Agricultural,268.47,5.17,3.98,1963,5802.31,90.23
F4DD6F33,IN-NAG-7C4C,IND,Nagaur,26.966627423265212,73.14352410340999,Commercial,678.06,8.34,1.44,816,10564.09,91.85
5E8C5827,IN-NAG-3BF6,IND,Nagaur,27.32996197980348,74.97038895679509,Commercial,779.63,3.72,10.44,2419,3153.16,45.33
D88FEAE3,IN-NAG-4DB4,IND,Nagaur,27.26807973980613,74.90626901222757,Agricultural,1097.9,3.33,4.77,1117,4776.81,57.6
014D8BA6,IN-NAG-9056,IND,Nagaur,27.003157518174035,73.8574576666061,Residential,890.85,5.7,5.59,1297,4310.84,62.13
3ED59EDD,IN-NAG-3D67,IND,Nagaur,26.950739742552337,74.61305579746417,Agricultural,123.69,3.5,0.99,674,12833.59,84.13
F946DFC7,IN-NAG-4A3B,IND,Nagaur,27.13998019340684,73.96070303784506,Industrial,658.57,6.49,7.09,708,3372.98,50.92
58C76459,IN-NAG-30FB,IND,Nagaur,26.503119764745982,74.0045145479726,Commercial,400.58,2.42,3.59,144,5505.3,79.54
7B0F9EEC,IN-NAG-E065,IND,Nagaur,27.095352878496143,73.20313463281958,Agricultural,429.29,0.5,3.04,768,6494.88,84.56
8A41C376,IN-NAG-CF88,IND,Nagaur,27.199983304656527,74.72229997843377,Industrial,718.05,12.1,0.69,3739,16251.07,81.76
D49A8982,IN-NAG-E078,IND,Nagaur,27.45082374231688,73.91197498802495,Commercial,361.13,2.55,1.15,284,11749.14,68.96
29D600DD,IN-NAG-F059,IND,Nagaur,26.71891349114762,74.50127502341097,Commercial,516.5,1.18,3.18,2399,6940.27,77.66
BD232D7F,IN-NAG-64FA,IND,Nagaur,26.7652666780848,74.49335085739588,Residential,432.43,0.71,1.85,243,8856.17,96.06
6F49D650,IN-BAR-8135,IND,Barmer,26.0983434944047,71.48202389500045,Commercial,650.03,3.08,2.98,5565,8507.82,68.33
4E2B4D89,IN-BAR-311C,IND,Barmer,25.699500682628397,72.36776618920763,Commercial,425.95,5.99,12.76,178,1888.59,55.55
5F5378D1,IN-BAR-137F,IND,Barmer,26.039317914863616,71.96466944438221,Residential,719.06,4.51,6.96,2383,4093.63,45.64
9BFA77D8,IN-BAR-AE15,IND,Barmer,25.652478836910777,71.16334044227972,Residential,597.9,2.66,0.12,3622,23781.56,81.64
BCD0D6E2,IN-BAR-9E3B,IND,Barmer,25.372499865355707,70.78553270443959,Commercial,209.05,1.99,8.45,651,2904.65,51.36
81C1CFFE,IN-BAR-7D52,IND,Barmer,26.06380980210437,71.72800247004089,Residential,704.48,2.56,3.37,618,5969.11,73.3
1144959E,IN-BAR-F7C7,IND,Barmer,25.544089914275858,71.85650248716767,Industrial,352.86,0.66,1.79,278,9066.67,91.47
A4A25A78,IN-BAR-1F3A,IND,Barmer,25.433998702671182,71.82401357399218,Residential,794.04,5.69,11.88,4713,3826.39,42.12
7699718C,IN-BAR-3EB9,IND,Barmer,25.16737590716758,71.04898200858234,Commercial,518.97,3.33,7.73,379,3014.95,55.35
5338E292,IN-BAR-D232,IND,Barmer,25.797294437244012,71.05952861812747,Industrial,724.53,4.12,12.91,2047,2616.13,43.33
E1C0B46A,IN-BAR-335C,IND,Barmer,24.982948463441954,71.22250190854648,Agricultural,1035.64,1.42,7.21,520,3254.3,61.43
6E896AE1,IN-BAR-A0B1,IND,Barmer,25.92105736055866,71.90092172371459,Residential,841.47,0.17,6.48,574,3573.33,46.32
90D6B82A,IN-BAR-E9AF,IND,Barmer,25.249661438423086,71.15324743380373,Commercial,833.77,8.41,4.69,301,4510.79,57.54
E7496F9E,IN-GAN-696E,IND,Ganganagar,29.444268753407172,73.32093950684533,Industrial,369.58,0.81,2.04,610,8474.56,87.22
0F1E427E,IN-GAN-3D68,IND,Ganganagar,29.759248541768073,73.75293558848257,Residential,380.88,9.77,4.07,390,5082.71,68.7
F4BFFFB9,IN-GAN-A07B,IND,Ganganagar,29.2049018154608,73.61733113160047,Agricultural,1060.63,2.65,12.9,3406,3161.26,52.66
DFAB56DE,IN-GAN-444C,IND,Ganganagar,29.301278934893855,73.55944419930837,Residential,301.86,4.03,2.03,225,8349.3,84.91
2115160A,IN-GAN-A6A2,IND,Ganganagar,29.048075698995834,73.14346215144597,Residential,878.87,3.14,1.43,288,10391.0,81.17
FE2ACD10,IN-GAN-CEB0,IND,Ganganagar,29.60831377270782,73.80777523014191,Commercial,280.9,0.13,4.93,2102,5055.79,71.19
7F0620D8,IN-GAN-D98D,IND,Ganganagar,28.983292906624612,72.94532405357998,Residential,686.58,0.72,1.18,611,11733.69,86.5
1898AC86,IN-GAN-5D66,IND,Ganganagar,29.055794793336307,73.66126678911368,Residential,377.67,3.56,7.86,288,2937.95,36.65
F189FDBD,IN-GAN-99EF,IND,Ganganagar,28.857987318675764,73.01405005982357,Commercial,160.43,5.19,2.63,330,7025.52,68.58
521AEB72,IN-GAN-81A5,IND,Ganganagar,29.480042686959905,73.76736716221625,Industrial,523.94,2.44,3.59,125,5496.65,80.08
9B2C3E77,IN-GAN-C545,IND,Ganganagar,28.944417542466603,73.1022834311937,Industrial,1142.44,3.0,1.49,152,10120.63,65.03
CA7222E6,IN-GAN-2181,IND,Ganganagar,29.51194856250273,73.40857062962789,Agricultural,869.83,1.24,4.18,783,5138.79,69.52
DA2443CC,IN-GAN-B4DB,IND,Ganganagar,29.769615293396665,73.37784484720777,Commercial,350.76,1.98,2.23,510,7947.31,96.91
9FAD4B4F,IN-GAN-B898,IND,Ganganagar,28.82427646716125,72.9144163250935,Agricultural,473.42,6.84,6.81,439,3378.9,62.85
F5597EFE,IN-GAN-7C1B,IND,Ganganagar,29.74376486731588,74.0479367578163,Residential,101.4,7.3,2.95,1509,6931.0,74.59
8D5AA0DC,IN-GAN-746C,IND,Ganganagar,29.184892664533454,73.2406744673946,Residential,572.32,0.59,3.54,497,5709.49,82.37
B27F6EA0,IN-GAN-856D,IND,Ganganagar,29.699998739431276,73.40189933433128,Industrial,538.26,0.87,1.48,405,10229.27,94.67
C32808F1,IN-GAN-2853,IND,Ganganagar,29.72614110132052,73.87453446446975,Commercial,593.2,0.71,2.35,158,7517.01,90.46
05F90055,IN-JOD-0ED5,IND,Jodhpur,26.39177392613111,73.10375605177909,Residential,538.73,0.7,4.26,2429,5724.97,88.96
98E8495E,IN-JOD-96C7,IND,Jodhpur,26.763773704539496,73.03934769834635,Agricultural,138.79,7.17,2.37,1578,8053.73,83.94
1A19B257,IN-JOD-21F9,IND,Jodhpur,27.562008553524027,72.80417154419273,Agricultural,312.03,4.61,2.03,2566,9271.05,83.88
1DF927FA,IN-JOD-E9FA,IND,Jodhpur,26.984229671040794,72.26147649815276,Agricultural,697.54,2.39,4.25,3756,6268.51,89.2
A6AEBA2B,IN-JOD-4AE9,IND,Jodhpur,26.852496361716955,72.82838495700574,Industrial,600.67,2.33,5.33,2174,4817.09,55.13
E3BBF87D,IN-JOD-D425,IND,Jodhpur,27.368782914090506,72.01114549104585,Industrial,538.31,7.29,5.09,141,4161.96,79.55
CA759516,IN-JOD-CBBC,IND,Jodhpur,26.048365799643747,72.83398480270337,Agricultural,595.28,2.17,1.53,1661,10533.81,89.47
C3AE63C3,IN-JOD-150A,IND,Jodhpur,26.789098427414384,72.51244632912092,Residential,0.0,4.66,0.64,2508,16253.77,72.98
70C769EA,IN-JOD-6170,IND,Jodhpur,26.008242529834956,73.01154535238607,Residential,270.06,1.36,8.81,1507,3151.46,40.62
BC762EE3,IN-JOD-CF97,IND,Jodhpur,26.516814479633585,72.96740002861601,Agricultural,585.89,2.73,4.31,308,4832.24,89.2
F467489C,IN-JOD-80DF,IND,Jodhpur,26.703475327826226,72.38680188204707,Commercial,697.35,2.62,2.28,360,7764.16,90.66
E349810C,IN-JOD-A0C6,IND,Jodhpur,27.31883767250881,72.58509307931382,Commercial,513.22,8.82,3.72,613,5544.87,91.85
62CA28FF,IN-CHU-3DAA,IND,Churu,27.64669586028583,73.94728229162662,Industrial,547.29,2.9,1.3,252,10953.34,91.21
84063D25,IN-CHU-28DE,IND,Churu,28.8155331391355,75.31931218788564,Agricultural,443.83,2.77,2.54,161,7126.72,79.12
26ABAA3D,IN-CHU-7C4D,IND,Churu,28.145185673478586,74.66775665760098,Agricultural,481.71,6.72,4.01,621,5234.84,91.38
236819EF,IN-CHU-93DB,IND,Churu,27.599122474105418,74.15084375490052,Residential,376.42,0.63,1.07,2335,13001.62,80.26
607A915F,IN-CHU-5328,IND,Churu,27.588694168753513,74.02335819608888,Agricultural,284.39,0.92,2.13,365,8128.9,81.3
525B7CEE,IN-CHU-C6F9,IND,Churu,28.643876587364172,74.23597798641869,Industrial,636.63,0.79,4.12,148,4940.32,87.79
2904B44B,IN-CHU-E578,IND,Churu,27.706189096471054,74.45867856094397,Industrial,0.0,0.82,27.11,814,1215.11,31.22
6F7A1EBD,IN-CHU-FE52,IND,Churu,28.377141086150584,74.7645525952446,Agricultural,619.42,4.01,1.65,382,9594.43,93.96
B1933548,IN-CHU-4A21,IND,Churu,28.48352060545777,74.91236674966677,Commercial,531.74,5.94,3.77,165,5311.68,64.37
E2C75279,IN-BIK-BF02,IND,Bikaner,27.937530748915183,73.61772697809116,Industrial,852.1,8.62,6.18,100,3521.04,63.58
34014384,IN-BIK-6E6D,IND,Bikaner,28.699576425224784,73.57937454826568,Agricultural,979.9,1.17,4.08,2884,6073.1,75.63
78A16585,IN-BIK-1B10,IND,Bikaner,27.722328139006613,72.37658347508943,Commercial,583.39,8.08,1.7,240,9347.43,80.2
4E3724F1,IN-BIK-5256,IND,Bikaner,28.543067374304748,73.57089878793228,Agricultural,778.25,5.95,3.33,462,5952.92,90.75
E4ABDBFF,IN-BIK-AE78,IND,Bikaner,27.8331751825336,74.15326733439808,Residential,0.0,1.97,1.23,100,11241.14,89.57
10988A43,IN-BIK-17FE,IND,Bikaner,28.581606133742227,72.6243966252824,Agricultural,18.75,11.89,0.92,1984,13788.59,94.71
BA9B4C4B,IN-BIK-E248,IND,Bikaner,28.077798991893093,72.65493887710602,Residential,878.46,0.81,4.51,528,4750.3,85.98
9BD550BA,IN-BIK-50F1,IND,Bikaner,27.83501062178647,73.1484311310322,Agricultural,193.34,0.53,2.14,1275,8463.36,80.36
008BC006,IN-BIK-A777,IND,Bikaner,28.311996566858237,72.76273289402091,Residential,680.24,4.87,2.23,949,8131.41,65.39
0A6ACAF2,IN-BIK-ADB7,IND,Bikaner,28.561594994397048,73.08760078374993,Commercial,208.21,0.22,2.38,1491,7987.05,70.23
A0BB3D28,IN-BIK-6643,IND,Bikaner,28.16277784264517,74.31886660673996,Industrial,648.14,2.43,3.54,332,5642.68,74.93
09E10817,IN-BIK-52DE,IND,Bikaner,28.611353568833316,73.32730301797784,Industrial,494.03,4.5,3.79,623,5463.91,70.56
4B917A2C,IN-BIK-9FBA,IND,Bikaner,28.08320845014385,72.3699775281818,Residential,1148.03,9.49,1.02,378,12500.94,64.89
2C70FED8,IN-BIK-31CF,IND,Bikaner,27.57899265686009,72.8739023932463,Industrial,640.67,3.19,10.32,646,2468.04,34.81
F4C11808,IN-BIK-DFA9,IND,Bikaner,28.179382097394107,74.06612673829588,Agricultural,695.09,3.13,2.05,3525,9615.25,70.52
42803995,IN-PRA-BF03,IND,Pratapgarh,23.95558226186834,74.42607795062804,Industrial,834.64,8.88,4.23,218,4867.45,84.1
C295CE8E,IN-PRA-97BC,IND,Pratapgarh,23.55825528108885,74.82237168936294,Commercial,0.0,2.82,6.78,444,3391.4,49.16
F9FC6895,IN-PRA-BCEE,IND,Pratapgarh,24.399686723748836,74.6383515190862,Residential,440.46,3.41,1.35,100,10675.43,88.8
40817120,IN-PRA-B542,IND,Pratapgarh,23.993232275411057,74.6804697463676,Residential,413.85,1.53,3.49,245,5669.88,65.94
F4DD8AE1,IN-PRA-281C,IND,Pratapgarh,23.678230948691745,74.83735948108665,Residential,351.51,2.22,9.79,502,2517.08,35.59
68990779,IN-PRA-8582,IND,Pratapgarh,23.73595956609652,74.64755085141721,Commercial,516.34,14.33,1.07,4053,13670.97,70.76
C1A5EB57,IN-PRA-4703,IND,Pratapgarh,23.782353220280385,74.61961320158736,Industrial,973.04,8.44,1.13,725,12008.12,64.3
9C05D69A,IN-PRA-FF69,IND,Pratapgarh,24.321721004353446,74.51823813587072,Agricultural,673.06,6.41,3.61,129,5474.56,68.93
CC005A31,IN-PRA-5B71,IND,Pratapgarh,24.11846016163695,74.4949564611677,Commercial,464.11,14.92,5.51,292,3956.64,63.78
E70517A9,IN-PRA-242A,IND,Pratapgarh,24.20975392226556,74.59788944139908,Residential,0.0,2.58,6.28,1230,3927.64,59.7
3F7A400F,IN-PRA-EC18,IND,Pratapgarh,23.878901905551224,74.74985237151445,Industrial,0.0,2.49,2.84,386,6672.89,87.08
75006C92,IN-PRA-C092,IND,Pratapgarh,24.364473122898577,74.70518677999524,Residential,466.38,0.86,1.32,3562,12210.65,79.6
6CF17BB3,IN-PRA-3BA6,IND,Pratapgarh,24.24414514462035,74.69184463961358,Industrial,750.43,3.05,1.17,1730,12203.21,83.15
32AF2A43,IN-PRA-5AB1,IND,Pratapgarh,23.73913658970125,74.55542569453476,Industrial,575.48,1.88,1.12,1299,12289.67,71.6
E69F4BB2,IN-PRA-538A,IND,Pratapgarh,24.112394989755785,74.44183913185559,Commercial,544.11,3.65,1.05,173,12243.81,79.62
83E02536,IN-BHI-F1BA,IND,Bhilwara,25.452415495931408,74.24415849461508,Industrial,374.59,13.17,1.73,1747,9840.14,76.01
812B64DC,IN-BHI-2D71,IND,Bhilwara,25.63322912672029,74.71193962849212,Industrial,205.25,4.81,2.75,585,6904.49,84.59
F7AED462,IN-BHI-1586,IND,Bhilwara,25.51052762775798,74.35384231847148,Industrial,689.9,1.45,1.88,562,8920.29,93.52
5A0CC7E2,IN-BHI-BFB4,IND,Bhilwara,25.23084613352381,74.96797903910988,Residential,342.82,3.52,5.78,599,3928.2,57.62
DD6B4138,IN-BHI-3910,IND,Bhilwara,25.63822712453699,74.77117486076939,Agricultural,288.62,1.26,4.82,546,4512.71,80.65
9D5C1E6E,IN-BHI-60D4,IND,Bhilwara,25.455912946958957,74.41586022043118,Agricultural,1094.1,4.15,1.84,168,8882.51,72.39
C5F15213,IN-BHI-B967,IND,Bhilwara,25.524710016425413,75.19570594718132,Residential,141.66,3.64,2.01,648,8551.52,71.18
AE44B9E6,IN-BHI-1A60,IND,Bhilwara,25.21765794178835,74.32608095844012,Industrial,0.0,9.25,1.72,489,9378.22,74.88
F00D38BA,IN-BHI-0FB6,IND,Bhilwara,25.282249625106648,75.0393976874686,Commercial,568.14,5.65,4.1,262,5005.92,90.92
D2D9B708,IN-BHI-FE54,IND,Bhilwara,25.75115941220347,74.33696012116702,Industrial,557.24,6.21,1.17,197,11599.42,70.65
6C421B97,IN-BHI-97C8,IND,Bhilwara,25.82492002522837,74.215177408952,Residential,181.45,3.01,4.44,1343,5129.54,67.25
EE2282B2,IN-BHI-1A56,IND,Bhilwara,25.174918770469652,74.84198175117895,Residential,443.57,2.78,1.87,432,8885.41,86.37
514161D3,IN-BHI-7AB4,IND,Bhilwara,25.72051197693811,74.88515159953916,Residential,385.01,0.54,1.47,704,10403.13,72.91
683B5A48,IN-BHI-BF57,IND,Bhilwara,25.153253426695876,74.3001793542866,Industrial,364.92,0.07,4.36,309,4792.38,71.79
FCFBC870,IN-BHI-D870,IND,Bhilwara,25.182583493285094,74.60029165398035,Agricultural,883.42,3.42,1.74,795,9435.78,73.69
C1DFE91B,IN-TON-22F6,IND,Tonk,26.11797504032619,75.71388398714569,Industrial,269.11,4.3,2.18,706,8133.0,78.52
ABEB6531,IN-TON-A50A,IND,Tonk,25.8367070499851,75.78371255374165,Industrial,412.44,4.73,4.61,1186,4927.49,61.62
ACDDF596,IN-TON-E081,IND,Tonk,25.882336735270513,75.98214596551136,Residential,807.32,1.2,1.54,446,10025.26,84.24
D4847A69,IN-TON-16E9,IND,Tonk,26.236934131212678,75.47991774410812,Commercial,736.67,4.67,4.91,609,4472.33,72.71
BCD69138,IN-TON-3A1D,IND,Tonk,26.325118722514716,76.02447405649283,Industrial,798.94,3.16,2.05,1677,8876.7,70.21
3B375000,IN-TON-8EBD,IND,Tonk,26.346369521571475,75.21529333629861,Residential,442.7,1.75,6.15,183,3568.59,62.17
530F5162,IN-TON-83D5,IND,Tonk,26.213791723259035,75.91882915129229,Industrial,678.49,4.33,4.4,1049,5046.26,77.5
A76ACA9C,IN-TON-1F88,IND,Tonk,26.18553262059154,75.94354469725117,Commercial,315.44,5.15,2.35,540,7689.15,89.35
E312BF55,IN-TON-0A34,IND,Tonk,26.376225477876957,75.58529680222597,Agricultural,924.57,4.24,4.55,854,4844.06,65.37
2900B39E,IN-TON-E857,IND,Tonk,26.172514221767536,75.60373296912606,Residential,358.55,1.88,4.72,2129,5219.25,78.35
9B41394A,IN-TON-D6BE,IND,Tonk,26.13062671252289,75.79489417565232,Residential,802.6,0.35,1.06,2782,13277.06,92.11
D2708872,IN-TON-98D9,IND,Tonk,25.825926650753573,75.6695914058422,Agricultural,694.84,7.36,6.83,346,3330.38,59.08
D329DBA7,IN-TON-A6BD,IND,Tonk,25.78665722180572,75.40671785466392,Agricultural,198.64,5.78,5.14,1184,4545.58,78.19
918E1B57,IN-TON-63D3,IND,Tonk,26.337249808910343,75.99259146484263,Agricultural,659.97,0.39,0.69,1973,15603.03,82.75
D728A13C,IN-TON-8386,IND,Tonk,26.49099605497967,75.88945754900041,Agricultural,644.48,11.8,1.84,768,9111.48,94.2
1533A82C,IN-TON-95AA,IND,Tonk,26.40530252200225,75.43599465966712,Commercial,271.04,4.13,3.41,147,5729.51,72.35
93993ADE,IN-TON-245F,IND,Tonk,26.40704307885782,76.05965728168404,Agricultural,565.53,0.37,2.8,2248,7474.21,76.95
